study_id,series_id,path,level_pred,pred_level,instance_number,z,dis
3832874334,107786034,/kaggle/temp/axial_all_images/3832874334___107786034___10.png,1,5,10,3,1.5933488671368465
3832874334,107786034,/kaggle/temp/axial_all_images/3832874334___107786034___4.png,1,4,4,9,0.4016468543084386
3832874334,107786034,/kaggle/temp/axial_all_images/3832874334___107786034___1.png,1,3,1,12,11.374377405602864
3832874334,3863590946,/kaggle/temp/axial_all_images/3832874334___3863590946___20.png,1,4,20,0,6.503789511568357
3832874334,3863590946,/kaggle/temp/axial_all_images/3832874334___3863590946___16.png,1,3,16,4,1.2573805744642583
3832874334,3863590946,/kaggle/temp/axial_all_images/3832874334___3863590946___10.png,1,2,10,10,1.4820125000054314
3832874334,3863590946,/kaggle/temp/axial_all_images/3832874334___3863590946___4.png,1,1,4,16,1.8276699151083289
3835824946,984461872,/kaggle/temp/axial_all_images/3835824946___984461872___12.png,1,5,12,8,0.21575124364656517
3835824946,984461872,/kaggle/temp/axial_all_images/3835824946___984461872___6.png,1,4,6,14,2.0211510318933215
3835824946,984461872,/kaggle/temp/axial_all_images/3835824946___984461872___1.png,1,3,1,19,10.61046186879096
3835824946,3261024475,/kaggle/temp/axial_all_images/3835824946___3261024475___28.png,1,4,28,0,15.831088775250505
3835824946,3261024475,/kaggle/temp/axial_all_images/3835824946___3261024475___25.png,1,3,25,3,1.4518043638721938
3835824946,3261024475,/kaggle/temp/axial_all_images/3835824946___3261024475___17.png,1,2,17,11,1.482838976845601
3835824946,3261024475,/kaggle/temp/axial_all_images/3835824946___3261024475___11.png,1,1,11,17,1.6949649285146382
3836986623,580368365,/kaggle/temp/axial_all_images/3836986623___580368365___26.png,1,5,26,1,1.6191313701598276
3836986623,580368365,/kaggle/temp/axial_all_images/3836986623___580368365___20.png,1,4,20,7,1.7208190942093893
3836986623,580368365,/kaggle/temp/axial_all_images/3836986623___580368365___15.png,1,3,15,12,0.5832367396713387
3836986623,580368365,/kaggle/temp/axial_all_images/3836986623___580368365___9.png,1,2,9,18,1.3740169024764155
3836986623,580368365,/kaggle/temp/axial_all_images/3836986623___580368365___4.png,1,1,4,23,0.6331110214459699
3836986623,2817990622,/kaggle/temp/axial_all_images/3836986623___2817990622___43.png,1,5,43,12,0.795468431078262
3836986623,2817990622,/kaggle/temp/axial_all_images/3836986623___2817990622___38.png,1,4,38,17,0.9866834974155752
3836986623,2817990622,/kaggle/temp/axial_all_images/3836986623___2817990622___31.png,1,3,31,24,0.6662568471840276
3836986623,2817990622,/kaggle/temp/axial_all_images/3836986623___2817990622___24.png,1,2,24,31,1.4141677241278119
3836986623,2817990622,/kaggle/temp/axial_all_images/3836986623___2817990622___16.png,1,1,16,39,0.8671687984461804
3839670742,3554172667,/kaggle/temp/axial_all_images/3839670742___3554172667___23.png,1,5,23,2,1.5196632730562811
3839670742,3554172667,/kaggle/temp/axial_all_images/3839670742___3554172667___19.png,1,4,19,6,0.2333333512037461
3839670742,3554172667,/kaggle/temp/axial_all_images/3839670742___3554172667___14.png,1,3,14,11,2.0887328640006473
3839670742,3554172667,/kaggle/temp/axial_all_images/3839670742___3554172667___8.png,1,2,8,17,1.2193754347414156
3839670742,3554172667,/kaggle/temp/axial_all_images/3839670742___3554172667___3.png,1,1,3,22,1.273261951401821
3847808992,2547845651,/kaggle/temp/axial_all_images/3847808992___2547845651___40.png,1,5,40,7,1.1819820468822275
3847808992,2547845651,/kaggle/temp/axial_all_images/3847808992___2547845651___35.png,1,4,35,12,0.2140412106870171
3847808992,2547845651,/kaggle/temp/axial_all_images/3847808992___2547845651___30.png,1,3,30,17,1.7816029279901082
3847808992,2547845651,/kaggle/temp/axial_all_images/3847808992___2547845651___24.png,1,2,24,23,0.7875606357426386
3847808992,2547845651,/kaggle/temp/axial_all_images/3847808992___2547845651___17.png,1,1,17,30,0.8340656236923523
3850799893,4154706253,/kaggle/temp/axial_all_images/3850799893___4154706253___22.png,1,5,22,3,1.991136866336987
3850799893,4154706253,/kaggle/temp/axial_all_images/3850799893___4154706253___18.png,1,4,18,7,2.1238242656078725
3850799893,4154706253,/kaggle/temp/axial_all_images/3850799893___4154706253___11.png,1,3,11,14,0.5650922474921636
3850799893,4154706253,/kaggle/temp/axial_all_images/3850799893___4154706253___6.png,1,2,6,19,1.2302863843136347
3850799893,4154706253,/kaggle/temp/axial_all_images/3850799893___4154706253___2.png,1,1,2,23,2.1152456478530732
3852140407,101608209,/kaggle/temp/axial_all_images/3852140407___101608209___38.png,1,5,38,2,0.07876210492679547
3852140407,101608209,/kaggle/temp/axial_all_images/3852140407___101608209___34.png,1,4,34,6,1.8446523826898833
3852140407,101608209,/kaggle/temp/axial_all_images/3852140407___101608209___29.png,1,3,29,11,2.1682764122751284
3852140407,101608209,/kaggle/temp/axial_all_images/3852140407___101608209___23.png,1,2,23,17,0.9383856856161188
3852140407,101608209,/kaggle/temp/axial_all_images/3852140407___101608209___18.png,1,1,18,22,0.20333789647583345
3868064745,27558528,/kaggle/temp/axial_all_images/3868064745___27558528___7.png,1,5,7,6,1.5743549166022923
3868064745,27558528,/kaggle/temp/axial_all_images/3868064745___27558528___13.png,1,4,13,12,0.30106860544469427
3868064745,27558528,/kaggle/temp/axial_all_images/3868064745___27558528___18.png,1,3,18,17,0.785068016856973
3868064745,27558528,/kaggle/temp/axial_all_images/3868064745___27558528___24.png,1,2,24,23,2.369206817485707
3868064745,27558528,/kaggle/temp/axial_all_images/3868064745___27558528___32.png,1,1,32,31,1.32215366248071
3870889542,3828297759,/kaggle/temp/axial_all_images/3870889542___3828297759___34.png,1,5,34,2,1.4395559163204794
3870889542,3828297759,/kaggle/temp/axial_all_images/3870889542___3828297759___28.png,1,4,28,8,0.06047105659357932
3870889542,3828297759,/kaggle/temp/axial_all_images/3870889542___3828297759___22.png,1,3,22,14,0.6964059291602078
3870889542,3828297759,/kaggle/temp/axial_all_images/3870889542___3828297759___16.png,1,2,16,20,0.45679930419111336
3870889542,3828297759,/kaggle/temp/axial_all_images/3870889542___3828297759___10.png,1,1,10,26,1.6520858801770864
3873246148,1849086411,/kaggle/temp/axial_all_images/3873246148___1849086411___46.png,1,5,46,2,1.8166975709550854
3873246148,1849086411,/kaggle/temp/axial_all_images/3873246148___1849086411___37.png,1,4,37,11,1.3348865846672133
3873246148,1849086411,/kaggle/temp/axial_all_images/3873246148___1849086411___29.png,1,3,29,19,1.5010121372126868
3873246148,1849086411,/kaggle/temp/axial_all_images/3873246148___1849086411___21.png,1,2,21,27,0.9525465292586617
3873246148,1849086411,/kaggle/temp/axial_all_images/3873246148___1849086411___12.png,1,1,12,36,1.2436575791503586
3881903999,486946170,/kaggle/temp/axial_all_images/3881903999___486946170___23.png,1,5,23,2,0.5570982717285204
3881903999,486946170,/kaggle/temp/axial_all_images/3881903999___486946170___18.png,1,4,18,7,0.8835381234099646
3881903999,486946170,/kaggle/temp/axial_all_images/3881903999___486946170___13.png,1,3,13,12,0.413267503841535
3881903999,486946170,/kaggle/temp/axial_all_images/3881903999___486946170___8.png,1,2,8,17,1.8392972001992538
3881903999,486946170,/kaggle/temp/axial_all_images/3881903999___486946170___3.png,1,1,3,22,0.1363434673216659
3881903999,3181445726,/kaggle/temp/axial_all_images/3881903999___3181445726___44.png,1,5,44,8,1.0962120424229487
3881903999,3181445726,/kaggle/temp/axial_all_images/3881903999___3181445726___37.png,1,4,37,15,1.280086956985135
3881903999,3181445726,/kaggle/temp/axial_all_images/3881903999___3181445726___29.png,1,3,29,23,0.8401481286727495
3881903999,3181445726,/kaggle/temp/axial_all_images/3881903999___3181445726___20.png,1,2,20,32,1.3157447428660216
3881903999,3181445726,/kaggle/temp/axial_all_images/3881903999___3181445726___12.png,1,1,12,40,0.6547644690578309
3882109306,367283174,/kaggle/temp/axial_all_images/3882109306___367283174___23.png,1,5,23,2,0.19855825964416596
3882109306,367283174,/kaggle/temp/axial_all_images/3882109306___367283174___18.png,1,4,18,7,1.1926177652995618
3882109306,367283174,/kaggle/temp/axial_all_images/3882109306___367283174___13.png,1,3,13,12,1.1594777562549563
3882109306,367283174,/kaggle/temp/axial_all_images/3882109306___367283174___8.png,1,2,8,17,0.09680822054545857
3882109306,367283174,/kaggle/temp/axial_all_images/3882109306___367283174___3.png,1,1,3,22,1.2185512757560595
3884015124,1519537115,/kaggle/temp/axial_all_images/3884015124___1519537115___45.png,1,5,45,6,1.6354614867616775
3884015124,1519537115,/kaggle/temp/axial_all_images/3884015124___1519537115___38.png,1,4,38,13,0.46358272803436407
3884015124,1519537115,/kaggle/temp/axial_all_images/3884015124___1519537115___31.png,1,3,31,20,1.9864966243189013
3884015124,1519537115,/kaggle/temp/axial_all_images/3884015124___1519537115___21.png,1,2,21,30,1.7797316754166808
3884015124,1519537115,/kaggle/temp/axial_all_images/3884015124___1519537115___13.png,1,1,13,38,0.19296144113351232
3887124538,619135350,/kaggle/temp/axial_all_images/3887124538___619135350___5.png,1,5,5,4,0.9773155643240798
3887124538,619135350,/kaggle/temp/axial_all_images/3887124538___619135350___10.png,1,4,10,9,2.064450200872038
3887124538,619135350,/kaggle/temp/axial_all_images/3887124538___619135350___16.png,1,3,16,15,3.7740528434417797
3887124538,2207750000,/kaggle/temp/axial_all_images/3887124538___2207750000___1.png,1,4,1,0,7.536096659456245
3887124538,2207750000,/kaggle/temp/axial_all_images/3887124538___2207750000___6.png,1,3,6,5,0.6744382200751771
3887124538,2207750000,/kaggle/temp/axial_all_images/3887124538___2207750000___13.png,1,2,13,12,1.0461369161474061
3887124538,2207750000,/kaggle/temp/axial_all_images/3887124538___2207750000___19.png,1,1,19,18,2.2330527908872746
3892114403,834380602,/kaggle/temp/axial_all_images/3892114403___834380602___12.png,1,5,12,11,1.8026318839186004
3892114403,834380602,/kaggle/temp/axial_all_images/3892114403___834380602___17.png,1,4,17,16,1.1504575287912626
3892114403,834380602,/kaggle/temp/axial_all_images/3892114403___834380602___24.png,1,3,24,23,0.9330658704915482
3892114403,834380602,/kaggle/temp/axial_all_images/3892114403___834380602___30.png,1,2,30,29,1.2408466395479056
3892114403,834380602,/kaggle/temp/axial_all_images/3892114403___834380602___36.png,1,1,36,35,0.06349978428168868
3899311713,2176999710,/kaggle/temp/axial_all_images/3899311713___2176999710___23.png,1,5,23,2,1.6345600706259233
3899311713,2176999710,/kaggle/temp/axial_all_images/3899311713___2176999710___18.png,1,4,18,7,2.2739476178574236
3899311713,2176999710,/kaggle/temp/axial_all_images/3899311713___2176999710___13.png,1,3,13,12,1.9625905685644938
3899311713,2176999710,/kaggle/temp/axial_all_images/3899311713___2176999710___8.png,1,2,8,17,0.5292007793029514
3899311713,2176999710,/kaggle/temp/axial_all_images/3899311713___2176999710___3.png,1,1,3,22,1.732423090637
3912497560,360992524,/kaggle/temp/axial_all_images/3912497560___360992524___24.png,1,5,24,0,1.3953428867027569
3912497560,360992524,/kaggle/temp/axial_all_images/3912497560___360992524___19.png,1,4,19,5,1.9509080774689878
3912497560,360992524,/kaggle/temp/axial_all_images/3912497560___360992524___15.png,1,3,15,9,1.0435327207730154
3912497560,360992524,/kaggle/temp/axial_all_images/3912497560___360992524___10.png,1,2,10,14,1.270397293436531
3912497560,360992524,/kaggle/temp/axial_all_images/3912497560___360992524___6.png,1,1,6,18,1.8477760911551968
3912497560,2547544012,/kaggle/temp/axial_all_images/3912497560___2547544012___36.png,1,5,36,8,1.7978323185744642
3912497560,2547544012,/kaggle/temp/axial_all_images/3912497560___2547544012___30.png,1,4,30,14,2.1578291489057904
3912497560,2547544012,/kaggle/temp/axial_all_images/3912497560___2547544012___22.png,1,3,22,22,1.0478981270369179
3912497560,2547544012,/kaggle/temp/axial_all_images/3912497560___2547544012___14.png,1,2,14,30,0.8534621887277414
3912497560,2547544012,/kaggle/temp/axial_all_images/3912497560___2547544012___6.png,1,1,6,38,1.1162048984950985
3919969802,3577941167,/kaggle/temp/axial_all_images/3919969802___3577941167___36.png,1,5,36,9,1.358785091810414
3919969802,3577941167,/kaggle/temp/axial_all_images/3919969802___3577941167___28.png,1,4,28,17,1.6278041215420456
3919969802,3577941167,/kaggle/temp/axial_all_images/3919969802___3577941167___21.png,1,3,21,24,1.4213566868276715
3919969802,3577941167,/kaggle/temp/axial_all_images/3919969802___3577941167___14.png,1,2,14,31,0.9412664642797193
3919969802,3577941167,/kaggle/temp/axial_all_images/3919969802___3577941167___7.png,1,1,7,38,2.0711547174736786
3924490793,1212274125,/kaggle/temp/axial_all_images/3924490793___1212274125___20.png,1,5,20,2,0.44924817331587974
3924490793,1212274125,/kaggle/temp/axial_all_images/3924490793___1212274125___16.png,1,4,16,6,2.207697225188433
3924490793,1212274125,/kaggle/temp/axial_all_images/3924490793___1212274125___10.png,1,3,10,12,1.6229955229134507
3924490793,1212274125,/kaggle/temp/axial_all_images/3924490793___1212274125___6.png,1,2,6,16,1.9459268739599223
3924490793,1212274125,/kaggle/temp/axial_all_images/3924490793___1212274125___2.png,1,1,2,20,1.2609428949765835
3930841971,2216414062,/kaggle/temp/axial_all_images/3930841971___2216414062___46.png,1,5,46,9,0.17369975573915752
3930841971,2216414062,/kaggle/temp/axial_all_images/3930841971___2216414062___41.png,1,4,41,14,0.06137831962635332
3930841971,2216414062,/kaggle/temp/axial_all_images/3930841971___2216414062___35.png,1,3,35,20,0.32952306105548956
3930841971,2216414062,/kaggle/temp/axial_all_images/3930841971___2216414062___27.png,1,2,27,28,1.4913163516300496
3930841971,2216414062,/kaggle/temp/axial_all_images/3930841971___2216414062___18.png,1,1,18,37,1.3887338102288043
3951588890,2308748816,/kaggle/temp/axial_all_images/3951588890___2308748816___15.png,1,5,15,0,8.292768014986645
3951588890,2308748816,/kaggle/temp/axial_all_images/3951588890___2308748816___10.png,1,4,10,5,1.6263678990401989
3951588890,2308748816,/kaggle/temp/axial_all_images/3951588890___2308748816___5.png,1,3,5,10,1.9087404647335982
3951588890,2308748816,/kaggle/temp/axial_all_images/3951588890___2308748816___1.png,1,2,1,14,15.885869923694278
3951588890,4206355349,/kaggle/temp/axial_all_images/3951588890___4206355349___14.png,1,5,14,1,1.5740026649802488
3951588890,4206355349,/kaggle/temp/axial_all_images/3951588890___4206355349___9.png,1,4,9,6,0.5507966749954223
3951588890,4206355349,/kaggle/temp/axial_all_images/3951588890___4206355349___4.png,1,3,4,11,1.1071711527296337
3952663938,1701726640,/kaggle/temp/axial_all_images/3952663938___1701726640___14.png,1,5,14,1,0.8445084666667029
3952663938,1701726640,/kaggle/temp/axial_all_images/3952663938___1701726640___9.png,1,4,9,6,1.4566500706227323
3952663938,1701726640,/kaggle/temp/axial_all_images/3952663938___1701726640___3.png,1,3,3,12,1.7524050256520631
3952663938,2014397817,/kaggle/temp/axial_all_images/3952663938___2014397817___15.png,1,5,15,0,0.670553668700876
3952663938,2014397817,/kaggle/temp/axial_all_images/3952663938___2014397817___10.png,1,4,10,5,0.1515426939426625
3952663938,2014397817,/kaggle/temp/axial_all_images/3952663938___2014397817___5.png,1,3,5,10,0.7540269846076741
3956571539,4190692765,/kaggle/temp/axial_all_images/3956571539___4190692765___45.png,1,5,45,7,1.3068898804181153
3956571539,4190692765,/kaggle/temp/axial_all_images/3956571539___4190692765___38.png,1,4,38,14,2.139820166035509
3956571539,4190692765,/kaggle/temp/axial_all_images/3956571539___4190692765___31.png,1,3,31,21,0.3064743664872367
3956571539,4190692765,/kaggle/temp/axial_all_images/3956571539___4190692765___22.png,1,2,22,30,0.8888315139467942
3956571539,4190692765,/kaggle/temp/axial_all_images/3956571539___4190692765___14.png,1,1,14,38,0.8176761094341565
3967802493,1367887758,/kaggle/temp/axial_all_images/3967802493___1367887758___24.png,1,5,24,1,2.363089383318119
3967802493,1367887758,/kaggle/temp/axial_all_images/3967802493___1367887758___19.png,1,4,19,6,1.9162618085407637
3967802493,1367887758,/kaggle/temp/axial_all_images/3967802493___1367887758___13.png,1,3,13,12,1.638145588730632
3967802493,1367887758,/kaggle/temp/axial_all_images/3967802493___1367887758___9.png,1,2,9,16,0.8720898292685568
3967802493,1367887758,/kaggle/temp/axial_all_images/3967802493___1367887758___3.png,1,1,3,22,2.403852679734136
3968285352,3992788375,/kaggle/temp/axial_all_images/3968285352___3992788375___36.png,1,5,36,3,0.3452566256952565
3968285352,3992788375,/kaggle/temp/axial_all_images/3968285352___3992788375___30.png,1,4,30,9,2.3757644186111087
3968285352,3992788375,/kaggle/temp/axial_all_images/3968285352___3992788375___22.png,1,3,22,17,1.8565154370276418
3968285352,3992788375,/kaggle/temp/axial_all_images/3968285352___3992788375___16.png,1,2,16,23,1.3545236784613532
3968285352,3992788375,/kaggle/temp/axial_all_images/3968285352___3992788375___10.png,1,1,10,29,1.35364194145955
3996909993,3566405335,/kaggle/temp/axial_all_images/3996909993___3566405335___21.png,1,5,21,2,2.1479258730895836
3996909993,3566405335,/kaggle/temp/axial_all_images/3996909993___3566405335___17.png,1,4,17,6,1.035541489846775
3996909993,3566405335,/kaggle/temp/axial_all_images/3996909993___3566405335___11.png,1,3,11,12,0.11715764683884622
3996909993,3566405335,/kaggle/temp/axial_all_images/3996909993___3566405335___6.png,1,2,6,17,1.9233729820941603
3996909993,3566405335,/kaggle/temp/axial_all_images/3996909993___3566405335___3.png,1,1,3,20,1.1410812949691298
4013386850,1858432686,/kaggle/temp/axial_all_images/4013386850___1858432686___20.png,1,5,20,2,1.0205684737931264
4013386850,1858432686,/kaggle/temp/axial_all_images/4013386850___1858432686___16.png,1,4,16,6,2.0665440896875467
4013386850,1858432686,/kaggle/temp/axial_all_images/4013386850___1858432686___11.png,1,3,11,11,0.7376237296597439
4013386850,1858432686,/kaggle/temp/axial_all_images/4013386850___1858432686___6.png,1,2,6,16,0.48923491859322255
4013386850,1858432686,/kaggle/temp/axial_all_images/4013386850___1858432686___2.png,1,1,2,20,0.563884831273235
4017932238,1829732461,/kaggle/temp/axial_all_images/4017932238___1829732461___37.png,1,5,37,8,0.4313602691345153
4017932238,1829732461,/kaggle/temp/axial_all_images/4017932238___1829732461___32.png,1,4,32,13,0.28320522840404827
4017932238,1829732461,/kaggle/temp/axial_all_images/4017932238___1829732461___25.png,1,3,25,20,1.9655737103906858
4017932238,1829732461,/kaggle/temp/axial_all_images/4017932238___1829732461___18.png,1,2,18,27,0.9867167019139043
4017932238,1829732461,/kaggle/temp/axial_all_images/4017932238___1829732461___11.png,1,1,11,34,0.36206057655872215
4017932238,2358714096,/kaggle/temp/axial_all_images/4017932238___2358714096___32.png,1,5,32,2,0.553633638022923
4017932238,2358714096,/kaggle/temp/axial_all_images/4017932238___2358714096___26.png,1,4,26,8,0.9509332742368812
4017932238,2358714096,/kaggle/temp/axial_all_images/4017932238___2358714096___21.png,1,3,21,13,0.26193705124074
4017932238,2358714096,/kaggle/temp/axial_all_images/4017932238___2358714096___16.png,1,2,16,18,0.10825957306622391
4017932238,2358714096,/kaggle/temp/axial_all_images/4017932238___2358714096___10.png,1,1,10,24,0.9874190801947211
4020499186,2167430227,/kaggle/temp/axial_all_images/4020499186___2167430227___51.png,1,5,51,4,0.25480626678643503
4020499186,2167430227,/kaggle/temp/axial_all_images/4020499186___2167430227___42.png,1,4,42,13,1.1638006090280335
4020499186,2167430227,/kaggle/temp/axial_all_images/4020499186___2167430227___32.png,1,3,32,23,1.2632308376262014
4020499186,2167430227,/kaggle/temp/axial_all_images/4020499186___2167430227___23.png,1,2,23,32,0.508424211757891
4020499186,2167430227,/kaggle/temp/axial_all_images/4020499186___2167430227___14.png,1,1,14,41,1.7390066283932413
4023793016,2479778857,/kaggle/temp/axial_all_images/4023793016___2479778857___23.png,1,5,23,2,1.0472824581609004
4023793016,2479778857,/kaggle/temp/axial_all_images/4023793016___2479778857___18.png,1,4,18,7,0.874312146351965
4023793016,2479778857,/kaggle/temp/axial_all_images/4023793016___2479778857___14.png,1,3,14,11,1.9390955207543472
4023793016,2479778857,/kaggle/temp/axial_all_images/4023793016___2479778857___8.png,1,2,8,17,0.2852770690527795
4023793016,2479778857,/kaggle/temp/axial_all_images/4023793016___2479778857___3.png,1,1,3,22,0.6668659532756771
4024872715,1623305279,/kaggle/temp/axial_all_images/4024872715___1623305279___26.png,1,5,26,0,1.2242573678504345
4024872715,1623305279,/kaggle/temp/axial_all_images/4024872715___1623305279___21.png,1,4,21,5,2.0626856689113837
4024872715,1623305279,/kaggle/temp/axial_all_images/4024872715___1623305279___14.png,1,3,14,12,0.24217552150403554
4024872715,1623305279,/kaggle/temp/axial_all_images/4024872715___1623305279___7.png,1,2,7,19,2.1687196444271173
4024872715,1623305279,/kaggle/temp/axial_all_images/4024872715___1623305279___1.png,1,1,1,25,8.385550604525553
4024872715,2479444365,/kaggle/temp/axial_all_images/4024872715___2479444365___28.png,1,5,28,14,0.44123672508229816
4024872715,2479444365,/kaggle/temp/axial_all_images/4024872715___2479444365___21.png,1,4,21,21,2.0626856689113837
4024872715,2479444365,/kaggle/temp/axial_all_images/4024872715___2479444365___14.png,1,3,14,28,0.24217552150403554
4024872715,2479444365,/kaggle/temp/axial_all_images/4024872715___2479444365___7.png,1,2,7,35,2.1687196444271173
4024872715,2479444365,/kaggle/temp/axial_all_images/4024872715___2479444365___1.png,1,1,1,41,8.385550604525553
4030506789,3345118610,/kaggle/temp/axial_all_images/4030506789___3345118610___52.png,1,5,52,4,1.0670389729268663
4030506789,3345118610,/kaggle/temp/axial_all_images/4030506789___3345118610___42.png,1,4,42,14,1.6118583132495488
4030506789,3345118610,/kaggle/temp/axial_all_images/4030506789___3345118610___32.png,1,3,32,24,0.7121958586107667
4030506789,3345118610,/kaggle/temp/axial_all_images/4030506789___3345118610___22.png,1,2,22,34,1.5888064308039347
4030506789,3345118610,/kaggle/temp/axial_all_images/4030506789___3345118610___14.png,1,1,14,42,1.604210378197763
4054900380,4052415770,/kaggle/temp/axial_all_images/4054900380___4052415770___28.png,1,5,28,2,0.601797679620006
4054900380,4052415770,/kaggle/temp/axial_all_images/4054900380___4052415770___23.png,1,4,23,7,0.8029806521999987
4054900380,4052415770,/kaggle/temp/axial_all_images/4054900380___4052415770___18.png,1,3,18,12,0.7671713220180036
4054900380,4052415770,/kaggle/temp/axial_all_images/4054900380___4052415770___13.png,1,2,13,17,0.19624044193799905
4054900380,4052415770,/kaggle/temp/axial_all_images/4054900380___4052415770___8.png,1,1,8,22,0.5580314625520009
4071042236,2492343092,/kaggle/temp/axial_all_images/4071042236___2492343092___23.png,1,5,23,2,1.7996260316180006
4071042236,2492343092,/kaggle/temp/axial_all_images/4071042236___2492343092___18.png,1,4,18,7,1.1497105596177422
4071042236,2492343092,/kaggle/temp/axial_all_images/4071042236___2492343092___13.png,1,3,13,12,0.06067347886443386
4071042236,2492343092,/kaggle/temp/axial_all_images/4071042236___2492343092___8.png,1,2,8,17,1.6040532505269987
4071042236,2492343092,/kaggle/temp/axial_all_images/4071042236___2492343092___3.png,1,1,3,22,0.32829491202934946
4072455711,2269779260,/kaggle/temp/axial_all_images/4072455711___2269779260___12.png,1,5,12,2,0.1426515332292233
4072455711,2269779260,/kaggle/temp/axial_all_images/4072455711___2269779260___3.png,1,4,3,6,1.5178009460174486
4072455711,2269779260,/kaggle/temp/axial_all_images/4072455711___2269779260___9.png,1,3,9,10,1.858621960530657
4091646786,4190850524,/kaggle/temp/axial_all_images/4091646786___4190850524___19.png,1,5,19,1,1.5291813572670279
4091646786,4190850524,/kaggle/temp/axial_all_images/4091646786___4190850524___15.png,1,4,15,5,1.1612068401570745
4091646786,4190850524,/kaggle/temp/axial_all_images/4091646786___4190850524___11.png,1,3,11,9,0.4843142451697777
4091646786,4190850524,/kaggle/temp/axial_all_images/4091646786___4190850524___7.png,1,2,7,13,0.0006562919754884433
4091646786,4190850524,/kaggle/temp/axial_all_images/4091646786___4190850524___3.png,1,1,3,17,1.1396987956429268
4106450023,3957537622,/kaggle/temp/axial_all_images/4106450023___3957537622___21.png,1,5,21,3,0.7812164412524965
4106450023,3957537622,/kaggle/temp/axial_all_images/4106450023___3957537622___17.png,1,4,17,7,1.9476673021603634
4106450023,3957537622,/kaggle/temp/axial_all_images/4106450023___3957537622___12.png,1,3,12,12,1.4175752803856483
4106450023,3957537622,/kaggle/temp/axial_all_images/4106450023___3957537622___6.png,1,2,6,18,1.6016749028635644
4106450023,3957537622,/kaggle/temp/axial_all_images/4106450023___3957537622___2.png,1,1,2,22,1.2495183022495482
4111325041,4082350780,/kaggle/temp/axial_all_images/4111325041___4082350780___9.png,1,5,9,8,1.9183783567126795
4111325041,4082350780,/kaggle/temp/axial_all_images/4111325041___4082350780___15.png,1,4,15,14,1.7390418659616458
4111325041,4082350780,/kaggle/temp/axial_all_images/4111325041___4082350780___20.png,1,3,20,19,2.3423150821992316
4111325041,4082350780,/kaggle/temp/axial_all_images/4111325041___4082350780___26.png,1,2,26,25,1.904743720029562
4111325041,4082350780,/kaggle/temp/axial_all_images/4111325041___4082350780___32.png,1,1,32,31,1.9661032998314454
4115208111,2341176029,/kaggle/temp/axial_all_images/4115208111___2341176029___46.png,1,5,46,4,0.415538746069096
4115208111,2341176029,/kaggle/temp/axial_all_images/4115208111___2341176029___41.png,1,4,41,9,0.6469148616073106
4115208111,2341176029,/kaggle/temp/axial_all_images/4115208111___2341176029___29.png,1,3,29,21,1.5133181236375108
4115208111,2341176029,/kaggle/temp/axial_all_images/4115208111___2341176029___21.png,1,2,21,29,1.6430636456043377
4115208111,2341176029,/kaggle/temp/axial_all_images/4115208111___2341176029___13.png,1,1,13,37,0.09149090932164583
4122788296,2756397692,/kaggle/temp/axial_all_images/4122788296___2756397692___41.png,1,5,41,9,0.22094470562729285
4122788296,2756397692,/kaggle/temp/axial_all_images/4122788296___2756397692___35.png,1,4,35,15,1.133941435389513
4122788296,2756397692,/kaggle/temp/axial_all_images/4122788296___2756397692___28.png,1,3,28,22,0.7249183362674216
4122788296,2756397692,/kaggle/temp/axial_all_images/4122788296___2756397692___21.png,1,2,21,29,1.4744561485612682
4122788296,2756397692,/kaggle/temp/axial_all_images/4122788296___2756397692___13.png,1,1,13,37,0.5506854086461637
4122788296,4219899267,/kaggle/temp/axial_all_images/4122788296___4219899267___23.png,1,5,23,2,0.4077096464589367
4122788296,4219899267,/kaggle/temp/axial_all_images/4122788296___4219899267___19.png,1,4,19,6,2.1768792786645585
4122788296,4219899267,/kaggle/temp/axial_all_images/4122788296___4219899267___13.png,1,3,13,12,1.7012423896664455
4122788296,4219899267,/kaggle/temp/axial_all_images/4122788296___4219899267___8.png,1,2,8,17,2.123322115045287
4122788296,4219899267,/kaggle/temp/axial_all_images/4122788296___4219899267___3.png,1,1,3,22,0.5877233591967013
4123124185,3862266171,/kaggle/temp/axial_all_images/4123124185___3862266171___37.png,1,5,37,9,0.2155090646828981
4123124185,3862266171,/kaggle/temp/axial_all_images/4123124185___3862266171___29.png,1,4,29,17,1.607887364917449
4123124185,3862266171,/kaggle/temp/axial_all_images/4123124185___3862266171___21.png,1,3,21,25,0.8149515881658669
4123124185,3862266171,/kaggle/temp/axial_all_images/4123124185___3862266171___12.png,1,2,12,34,0.09772512835222891
4123124185,3862266171,/kaggle/temp/axial_all_images/4123124185___3862266171___5.png,1,1,5,41,0.6733950183773629
4136088296,2455515522,/kaggle/temp/axial_all_images/4136088296___2455515522___39.png,1,5,39,7,1.9960123302036337
4136088296,2455515522,/kaggle/temp/axial_all_images/4136088296___2455515522___34.png,1,4,34,12,1.5029516138411587
4136088296,2455515522,/kaggle/temp/axial_all_images/4136088296___2455515522___22.png,1,3,22,24,1.3703031694353607
4136088296,2455515522,/kaggle/temp/axial_all_images/4136088296___2455515522___15.png,1,2,15,31,0.24608589343321796
4136088296,2455515522,/kaggle/temp/axial_all_images/4136088296___2455515522___8.png,1,1,8,38,0.7981909209619102
